title,price,location,url,posted_date,image_url,condition,description,post_id,seller_type
2015 MacBook Pro 13 inch I5/8GB/128GB,$200,NE,https://portland.craigslist.org/mlt/sys/d/portland-2015-macbook-pro-13-inch-i5/7856848352.html,,,,"QR Code Link to This Post


I am selling a 2015 Apple MacBook Pro Retina 13"" laptop. Works great. 2.7Ghz Intel i5processor, 8GB RAM, 128GB SSD hard drive. Very fast.  Good battery. 

I do IT work professionally and am happy to answer any questions. You can test fully. I also guarantee everything I sell. Comes with power adapter. 

I am available to meet at any centrally located Fred Meyer. Thanks!",7856848352,
"Dell E5480 14.1"" Quad i5-6440hq, 8Gb, 256Gb NVME SSD , HDMI, Win11P",$140,Portland,https://portland.craigslist.org/mlt/sys/d/portland-dell-quad-i5-6440hq-8gb-256gb/7849494310.html,,,,"QR Code Link to This Post


2018 Dell Latitude E5480 laptop / notebook , 14.1"" display, Quad Core i5-6440hq, 
8gb RAM, 256gb NVME SSD, HDMI, Windows 11pro 

Dell Latitude is the Dell's business line, more robust than the consumer models. 
Very little signs of cosmetic wear, clean with good keyboard and solid hinges. 
Clean and bright screen. Windows 11 pro fresh install with all updates. 
Utilities software. Latest BIOS.

Intel Quad Core i5-6440hq running at 2.6Ghz up to 3.5Ghz
RAM Size: 8 GB + 1 empty slot to add more RAM
Storage Capacity: fast SKHynix 256 GB NVME SSD (Solid State Drive)  
HDMI and VGA outputs, 3*USB.3 connectors + USB-type C
Ethernet connector, Webcam
High Speed internet ready - Dual-band Intel Wi-Fi and Bluetooth
Healthy battery. Original Dell 65W charger (120V - 240V).
Display 14.1 inch diagonal HD BrightView LED-backlit display. 

Call / text or email me your questions / contact info and I will get back to you
ASAP. Come see and test it.  
Thanks.



.
Satellite, Inspiron, Vaio, Asus, HP, i7, i3, Samsung, Lenovo, Chromebook, Thinkpad,",7849494310,
"17"" Precision 7720 Quad Xeon@3.0GHz 1TB.NVME.SSD 32GB.DDR4 W11pro",$379,Portland,https://portland.craigslist.org/mlt/sys/d/portland-17-precision-7720-quad/7848805409.html,,,,"QR Code Link to This Post


17"" Dell Precision 7720, Quad Core Intel Xeon E3-1505Mv6 @3.0GHz, 1000GB NVME SSD, 
32GB DDR4, Windows 11pro

Dell Precision 7720 mobile workstation with a fresh install of Windows 11 version 24H2. 
Notebook updated to latest BIOS and Windows Updates, all drivers up to date and some utilities 
already installed. Built for CAD/CAM + video + photo editing + WRITING CODE + other 
high-performance tasks.  

17.3"" 1920 x 1080 FHD matte anti-glare display
Intel Xeon E3-1505Mv6 @3.0GHz with Turbo Boost to 3.90GHz (quad core, 8-threads)
32GB of RAM DDR4 
Boot+Storage: fast and 100% healthy SKHynix 1000GB NVME SSD 
1 empty SATA SSD connector to add a separate data SSD
1 empty M.2 slot + heatsink to a second M.2 NVME SSD
Built in WiFi + Bluetooth
Gigabit NIC
HDMI and Mini Display Port Ports
4 USB 3.0 Ports
Headphone/Microphone Jack
USB Type C with Thunderbolt 3
Full Number pad
Battery is excellent + Dell 210W charger included.
Fresh install of Windows 11 Pro 64bit + latest updates from Windows Update service.
Bonus: nice leather case.

You are welcome to test the laptop PC before purchase to ensure that it works. Email me 
your questions and if interested include some contact info: and I will text/call ASAP. 
Thanks!




.
Zbook 17,Legion 17,7710,7740,7750,MSI,ASUS",7848805409,
"15.6"" HP ZBook Core i7-6700HQ 16GB 1.25TB W11pro",$249,Portland,https://portland.craigslist.org/mlt/sys/d/portland-156-hp-zbook-core-i7-6700hq/7848252055.html,,,,"QR Code Link to This Post


15.6"" HP ZBook 15 G3, Intel Quad Core i7-6700HQ, 256GB NVME SSD + 1TB HDD, 16GB DDR4, GPU M1000M
Windows 11pro 

HP ZBook 15 G3 mobile workstation with a fresh install of Windows 11. It has been wiped clean 
and reinstalled, so no old files, programs, no viruses. Designed to pass military standard 
Mil-Std 810Gl. Updated to latest BIOS, all drivers up to date and some utilities already 
installed. Serious built, sturdy and reliable 15.6"" laptop. CAD, video and photo editing, and 
other high-performance tasks. 

CPU		Intel i7-6700HQ - 4cores/8threads - 2.6GHz up to 3.5GHz 
BOOT		Super fast M.2 NVME SSD 256.GB
STORAGE		WD 1TB HDD
RAM		16.GB DDR4
GPU		Nvidia Quadro M1000M 
DISPLAY		15.6"" FHD 1920 by 1080 pixels anti-glare, LED backlight, IPS, 250 nits display
OS		Windows 11 Pro
Built in WiFi + Bluetooth
HDMI + VGA connectors
3 USB 3.0 Ports
2 Thunderbolt 3 Ports
Gigabit NIC
Full Number pad
Good battery + original HP 150W slim charger 

Come see and test it. Email, Text or Call.
Thanks


.
M4800,M6800,Thinkpad,ROG,Apple,7510,7520,7720,7530,7730,5530",7848252055,
"HP ZBook 17 G6- Intel i9 - 2TB SSD, 64GB, RTX 4000 8GB gaming, 4K",$899,Hillsboro,https://portland.craigslist.org/wsc/sys/d/hillsboro-hp-zbook-17-g6-intel-i9-2tb/7857543125.html,,,,"QR Code Link to This Post


HP ZBook Fury 17 G6 EliteBook Laptop in great condition. Laptop has new install of Windows 11 Professional 64-Bit. These business units are commercial, robust laptops.

This has WIFI, Back lit keyboard, high speed Ethernet.

Super fast with the 64GB of memory and 2TB M.2 SSD Drive , also has dedicated graphics for AutoCad or even gaming!

-HP Zbook G6 EliteBook Laptop - Good battery life
- 4K 17"" Dream Color Screen
-Intel Core i9-9880 8 Core Processor @2.30GHz
-64 GIG DDR4 Memory
-2TB M.2 Solid State Drive - OS
-Nvidia Quadro RTX 4000 - Dedicated graphics card -8 GB
-3 USB 3.0 Ports
-2 USB C Ports
-HDMI Out
-High Speed internet ready - Built in WIFI Enabled
-Comes with HP Power Supply

Price: $899

Software installed:

-Windows 11 Professional 64 bit version
-Malwarebytes anti malware software
-Adobe Acrobat PDF Reader

Please call or text for more info - No Trades and I don't ship.
Prism Computers",7857543125,
"Brand new Wireless Tattoo Printer Portable, Rechargeable",$40,"SW PDX, Bull Mtn/Tigard",https://portland.craigslist.org/wsc/sys/d/portland-brand-new-wireless-tattoo/7844138245.html,,,,"QR Code Link to This Post


Brand NEW, has NEVER been used. Only opened for photos:
Wireless Tattoo Transfer Printer, Stencil Machine. Included: Transfer Paper 8”x11” (10 pages). 
Portable Rechargeable Tattoo Thermal Copier/Printer, Compatible with iOS ＆ Android: Phones, Laptop & Tablets. Connects via Bluetooth with App.  Includes zippered Storage Case for portability, 1 Lithium Polymer battery, also included.

From a smoke free home.

See more information/details/photos/videos:
Amazon[dot]com/dp/B0CL23NZ8H

If this listing is live, it's still AVAILABLE.
This is a pick-up-only item. No deliveries and we cannot meet you.
Cash only, please.
If you are interested: please TEXT or EMAIL with Reply button.",7844138245,
Very Nice Dell Latitude 5400,$180,Portland,https://portland.craigslist.org/mlt/sys/d/portland-very-nice-dell-latitude-5400/7855557211.html,,,,"QR Code Link to This Post


Very Nice/Clean Dell Latitude 5400 laptop.
Newly wiped, and caught up with all Windows Updates.
Intel Core i5 vPro 8th Gen Chip.
Windows 11 Pro, 64-bit OS.
Upgraded the RAM to 16GB. 250GB SSD Hard Drive.
Backlit keyboard.
Will come with charger.",7855557211,
Mid-Range Gaming PC,$500,Laurelhurst,https://portland.craigslist.org/mlt/sys/d/portland-mid-range-gaming-pc/7851572248.html,,,,"QR Code Link to This Post


Selling my gaming computer. Has treated me well over the years but deciding to let it go and switch to a laptop for school. Never had any problems with it and it could run any game I played. It has been fully dusted and cleaned up, new thermal paste applied, and all data has been wiped and ready for a new person to set up. Running Windows 10 Pro, but can be upgraded to Windows 11 if a TPM chip is installed which is an easy process and only costs around $30. Does not have a WiFi card but will include a USB NETGEAR adapter. 

Specs:
Motherboard: Gigabyte Aorus Z390 Elite
CPU: Intel i5 9600k w/ AIO water cooling
GPU: ASUS ROG RTX 2070
RAM: Corsair Vengeance RGB DDR4 4x8gb
Storage: 1tb HDD, 256gb SSD
PSU: Corsair CX550M 550W Bronze

$500 OBO",7851572248,
Open to trades - Asus ROG Zephyrus G15 - 2560x1440x165hz - RTX3070,"$1,000",multnomah county,https://portland.craigslist.org/mlt/sys/d/portland-open-to-trades-asus-rog/7857175506.html,,,,"QR Code Link to This Post


ASUS ROG Zephyrus GA503QR-211.ZG15 – Powerful Gaming/Media Creation Laptop

Price: 1200 - would consider comparable value in desktop equipment, but cash preferred.

Location: Portland Area

Condition: Used – Excellent

Are you looking for a high-performance laptop that delivers speed, power, and stunning visuals? This ASUS ROG Zephyrus G15 gaming laptop is perfect for gamers, creatives, and professionals who need top-tier specs and portability.

Key Specs:
- Display: 15.6"" WQHD (2560 x 1440) with a high refresh rate (165hz) for fluid gameplay
- Processor: AMD Ryzen 9 (3.0 GHz, 8-core) – perfect for gaming and multitasking
- RAM: 16GB DDR4 – handles intensive applications with ease
- Storage: 1TB SSD – lightning-fast boot-up and storage for all your files
- Graphics: NVIDIA GeForce RTX 3070 – ultra-smooth gaming performance
- Wireless: Wi-Fi 6 (802.11ax) for the best connectivity
- Ports: USB-C x2, USB 2.0 x1 , USB 3.0 x1, AUX, HDMI
- Color: Eclipse Grey – sleek and modern design, beautiful rainbow shimmer on lid
- Weight: 4.18 lbs – lightweight for portability
Additional Details:
- Operating System: Windows 11
- Condition: Well-maintained, no functional issues, minimal wear
- Included: Box and everything that came in it, warranty cards, manuals, etc.


This laptop has served me incredibly well, offering blazing-fast performance, gorgeous visuals, and a premium build. Nicest laptop I've ever owned. Carried me easily through my CS program, in style, with plenty of juice for Rocket League and Rust sessions. I really hate to part with it, but my role is changing and I just have more use for a desktop at the moment. In case you are looking to see about trades, I'm looking to build a powerful desktop virtualization server, with a focus on AI and media workloads. Has always been kept on the battery health mode, never charged past 60%, very few deep cycles on this battery.

Whether you're gaming, coding, editing video, photo editing work, making music, whatever, this is an awesome laptop.",7857175506,
Monitors for home office worstation,$350,Portland,https://portland.craigslist.org/mlt/sys/d/portland-monitors-for-home-office/7857009574.html,,,,"QR Code Link to This Post


Selling my remote home office workstation.  See items and prices below.  Willing to negotiate a discounted price if workstation is purchased as a whole. 

Dell™ SE2722H 27"" FHD LED Monitor	                                                         $            100

Dell™ SE2722H 27"" FHD LED Monitor	                                                         $            100

HP EliteDisplay E223 | 22"" Monitor | HD IPS Screen | Silver | 1FH45A8	         $              80

MOUNTUP Single Monitor Desk Mount - Computer Monitor stand	                 $              20

WALI Laptop Tray Desk Mount for 1 Laptop up to 17 inch	                                 $              20

j5create USB to HDMI Adapter - Dual HDMI USB 3.0 Multi-Monitor Cable	 $              30",7857009574,
"2 Computer monitors, keyboard, mouse and more",$30,Vancouver,https://portland.craigslist.org/clk/sys/d/vancouver-computer-monitors-keyboard/7852625225.html,,,,"QR Code Link to This Post


2 good monitors, keyboard, mouse, headset and UPC power supply.  Just add a desktop computer or laptop and you have a great home workstation!",7852625225,
HP SPECTRE X360 COVERTIBLE*8GB RAM*I7-7500U*256GB SSD*WIN10 PRO,$200,Vancouver,https://portland.craigslist.org/clk/sys/d/vancouver-hp-spectre-x360-covertible8gb/7851296902.html,,,,"QR Code Link to This Post


A HP Spectre x360 convertible laptop 

8GB RAM
256 GB SSD 
I7-9700U 
Windows 10 pro 
battery health is in good condition and the device itself is in excellent condition besides very slight screen bleed through in 1 small spot
a charger is included.



$200",7851296902,
Wireless HDMI Transmitter and Receiver brand new unsealed box   Extend,$100,washington county,https://portland.craigslist.org/wsc/sys/d/portland-wireless-hdmi-transmitter-and/7856503989.html,,,,"QR Code Link to This Post


Wireless HDMI Transmitter and Receiver brand new unsealed box   Extender 4K Supported, Metal Housing, LED Display, 100FT Range, 2.4G&5G, for PC/Laptop",7856503989,
"2010 Macbook Pro 13""",$30,SE Portland,https://portland.craigslist.org/mlt/sys/d/portland-2010-macbook-pro-13/7846560317.html,,,,"QR Code Link to This Post


2010 Macbook Pro 13"" 7,1
with charger

Laptop condition - average to fair
Keyboard- all keys work, backlight for keypad works
Screen is good no dead pixels, backlight working
case is scuffed and no plastic foot pads remain

4GB DDR3 RAM / HD Seagate 500GB mechanical

Battery is bad, 1 dead cell, has expanded, included only to show system works
Internal speaker is worn out, has poor sound output with rattling and low reverb

Current OS - Mint Linux (boot time to desktop is long at about 3 minutes)

New Amazon batteries are currently about $38 ( requires trilobe screwdriver to remove 2 battery screws)

Cash $30.00
SE Hawthorne District, can meet at Common Ground coffee shop on SE Hawthorne",7846560317,
Gaming computer,$700,Lake Oswego,https://portland.craigslist.org/clc/sys/d/lake-oswego-gaming-computer/7851334215.html,,,,"QR Code Link to This Post


I’m selling my awesome gaming computer. Need the money for college. Come over take a look tested it with a game. My game of choice is Rust. This computer is worth $1600. Asking 800$ or obo
Here what this computer has;

(RAM) CORSAIR Vengeance LPX (AMD Ryzen Ready)
16GB (2 x 8GB) DDR4 2400 (PC4 19200) Desktop
Memory Model CMK16GX4M2Z2400C16
(CPU) Intel Core i5 8th Gen - Core i5-8400 Coffee Lake
6-Core 2.8 GHz (4.0 GHz Turbo) LGA 1151 (300 Series)
65W BX80684158400 Desktop Processor Intel UHD
Graphics 630
(GPU) EVGA GeForce GTX 1080 SC GAMING ACX 3.0, 08G-P4-6183-KR, 8GB GDDR5X, LED, DX12 OSD
Support (PXOC)
(Power Supply) CORSAIR RMx Series RM650X 650W 80
PLUS GOLD Haswell Ready Full Modular ATX12V & EPS12V SLI and Crossfire Ready Power Supply
(Motherboard) GIGABYTE Z370P D3 (rev. 1.0) LGA 1151
(300 Series) Intel Z370 HDMI SATA 6Gb/s USB 3.1 ATX
Intel Motherboard
(Memory Total 1.4T) Samsung 870 EVO SATA III SSD 1TB
2.5"" Internal Solid State Drive, Upgrade PC or Laptop Memory and Storage for IT Pros, Creators, Everyday Users, MZ-77E1TOB/AM
(Case) NZXT H510 - Compact ATX Mid-Tower PC Gaming Case - Front 1/0 USB Type-C Port - Tempered Glass Side Panel - Cable Management System - Water-Cooling Ready - Steel Construction - Black, CA-H510B-B1
(Fans / Cooling System) 2 NZXT Aer F140Q Black - High",7851334215,
Dell Latitude 3120,$90,Beaverton,https://portland.craigslist.org/wsc/sys/d/portland-dell-latitude-3120/7848921830.html,,,,"QR Code Link to This Post


Dell latitude 3120 laptop. Barely used. Fully updated and includes the charger. 

Any questions please feel free to ask,",7848921830,
HP ProBook Windows 11 Pro,$179,NE Portland,https://portland.craigslist.org/mlt/sys/d/portland-hp-probook-windows-11-pro/7835868863.html,,,,"QR Code Link to This Post


Ultra lightweight and portable, this laptop is very thin and easy to slip into a backpack or messenger bag. Great for travel.

Model: HP Probook 440 G4
Screen size: 14 Inch
CPU: Intel Core i5-7200U
RAM: 8GB
256GB M.2 SSD
OS: Windows 11 Pro

Works great. One of the things I love about this laptop is all the connectivity ports and expand-ability. You actually get a real Ethernet port unlike most laptops nowadays, and the RAM and SSD are upgradeable as well. You can even swap out the WiFi card for a newer generation WiFi card if you want. This laptop was designed to be upgraded and repaired, so I expect it will continue to live a long life. There are some minor scuffs but otherwise in perfect condition.",7835868863,
Vintage Talking Oregon Scientific  Cyber Station,$40,Hillsboro,https://portland.craigslist.org/wsc/sys/d/hillsboro-vintage-talking-oregon/7842343251.html,,,,"QR Code Link to This Post


tested ,nice to have the booklet to show what can be done ,electronic learning laptop accelerator cyber station  .....................pickup in hillsboro 97123 off tv hwy close to reedville cafe, reply ,text or call",7842343251,
"Acer Chromebook Spin 311 CP311-2H – 11.6"" 2-in-1 Touchscreen",$75,Portland,https://portland.craigslist.org/mlt/sys/d/portland-acer-chromebook-spin-311-cp311/7854439619.html,,,,"QR Code Link to This Post


Selling an Acer Chromebook model CB311-9H (N17Q8) in good working condition. This lightweight, compact Chromebook is great for web browsing, school, streaming, and basic productivity tasks. Ideal as a secondary laptop, travel device, or a student-friendly option.

Specs:
Processor: Intel Celeron N3350 (Dual-Core, up to 2.4GHz)

RAM: 4GB LPDDR4

Storage: 32GB eMMC

Display: 11.6"" HD (1366 x 768) non-touch screen

Graphics: Intel HD Graphics 500

Operating System: Chrome OS (updates supported through June 2029 – confirm exact date on device)

Battery Life: Up to 10 hours

Weight: Approx. 2.43 lbs

Ports & Connectivity:
2 x USB-C (charging, data, and video out)

2 x USB-A (USB 3.1)

microSD card reader

3.5mm headphone/mic jack

Wi-Fi 5 (802.11ac), Bluetooth 

Built-in webcam

Condition:
Fully functional, wiped and ready for a new user

Shows minor cosmetic wear from normal use

Includes original AC power adapter",7854439619,
MacBook Air,$750,Dayton,https://portland.craigslist.org/yam/sys/d/dayton-macbook-air/7855934628.html,,,,"QR Code Link to This Post


Am selling my MacBook Air 13.3 apple laptop it’s in very good conditions I hardly used it for school. Please (only cash).",7855934628,
Lenovo Ideapad S540 Intel Core i5 Processor in Gray,$225,Aurora,https://portland.craigslist.org/clc/sys/d/aurora-lenovo-ideapad-s540-intel-core/7851419681.html,,,,"QR Code Link to This Post


Lenovo IdeaPad S54013.3"" Laptop - 10thGen Intel Core i5-10210U - QHD
Item # 1487864

Great condition, used very little and almost no wear and tear, works perfectly. Great, powerful little laptop, you will enjoy! Make an offer, we bought new for $699.",7851419681,
Lenovo Ideapad Gaming 3,$450,Vancouver,https://portland.craigslist.org/clk/sys/d/vancouver-lenovo-ideapad-gaming/7855804706.html,,,,"QR Code Link to This Post


Selling a Lenovo gaming laptop. Comes with a charger, backlit keyboard and a built-in slide to cover the video camera. Everything works just fine, does have a tiny chip and lots of light scratches on the top of the computer (as seen in pictures), but it's all cosmetic. It's VR ready, although when I played some VR games, I had to play them in the lower settings, but it can play them. I'll list the specs below, if you have any questions, just let me know.

Model # IdeaPad Gaming 3 15ACH6
Windows 11 Home
AMD Ryzen 5 5600H
Nvidia GeForce RTX 3050 TI
16GB Ram 3200Mhz
256GB SSD NVME
1TB HDD
Mfg Date 2022/07/06
15.6 Inch Screen",7855804706,
" Apple MacBook Pro, Air, iMac, Mac Mini, Mac Pro, Up To 73% Off!",$199,Techable.com,https://portland.craigslist.org/wsc/syd/d/portland-apple-macbook-pro-air-imac-mac/7855698706.html,,,,"QR Code Link to This Post


Techable.com is the safe way to buy Apple products!
www.techable.com 

Looking to buy a Mac that won't break the bank?🏦
  Visit Techable.com to see a full assortment of used, refurbished, and new Macbook Pros/ MacBook Airs  and much more all at a price you can afford! 
 💻 MacBook Pro : https://techable.com/refurbished-macbook-pro/ 
 💻 MacBook Air : https://techable.com/refurbished-macbook-air/  
 🖥️ Mac Mini : https://techable.com/refurbished-mac-mini/ 
🖥️ iMac : https://techable.com/imac-en/ 
🖥️ Mac Pro : https://techable.com/mac-pro-en/ 


Techable is proud to offer a wide selection of Refurbished Apple Laptops and more. Here are a few reasons to buy an Apple laptop from Techable.com
✅ Save $100s off Apple MSRP
✅ Buy a laptop from the Apple experts
✅ Live Tech Support with actual techs included with every purchase
✅ Eligible for up to a 3-Year Warranty from SafeTech Warranty
✅ Supports environmental sustainability 

During these uncertain times, Techable is dedicated to ensuring safe and sanitary delivery for all of our customers. We take every precaution and disinfect each of our Mac devices every step of the way while preparing your MacBook.

In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their Apple devices without ever leaving the safety of their home, we always ship within 24 hours of your purchase, assuring your Mac will get to you ASAP!

 Every Techable product comes with 30-days to test it out and make sure it’s perfect for you.

Got questions? We have answers! Techable technicians are available M-F 9-5 CST to answer any questions you may have.

Call Today! (800) 311-5990
🍎 Apple Devices at a fraction of retail:
⚙Every Apple product we sell is professionally inspected and refurbished by our Techable trained technicians ensuring you get a device you love at a fraction of the cost.

Buying refurbished and used devices not only saves you 💰 it also helps the planet and reduces your carbon footprint👣

🛡SafeTech: Protection Made Simple!
All of our Macs come standard with a 90-Day Upgradeable SafeTech Warranty.

https://SafeTechWarranty.com",7855698706,
Neoprene-Water Resistant Computer Bag with Handle (lightly used),$10,South Tabor,https://portland.craigslist.org/mlt/sys/d/portland-neoprene-water-resistant/7855677293.html,,,,"QR Code Link to This Post


If you see this post, it's still available. I will delete the post if it's sold.
Selling for $10 (this price is firm). Cash or Zelle.

If interested, please email name & phone # so can call to set a time to pickup (I prefer to speak by phone if I'm giving my home address). Pick up @ sellers home, near SE 82nd & Division.

Water resistant neoprene computer bag with handle, zippered top, and a zippered pocket. 18""x12"" that stretches a bit. 
Used a couple times before buying a smaller laptop and bag. Despite off lighting, the bag is a dark royal blue.",7855677293,
Lenovo t14 gen 3 i7 12th gen 48gb ram,$700,Vancouver,https://portland.craigslist.org/clk/sys/d/vancouver-lenovo-t14-gen-i7-12th-gen/7855538189.html,,,,"QR Code Link to This Post


Touchscreen, nvme ssd, fingerprint scanner, enterprise security, in warranty still, really just need a desktop that's comparable so would consider a trade for a gaming rig, as this is a gaming laptop when paired with an egpu, which I do have one and for the right deal can be made available with.  Also the power supply would most likely need to be extra as it is also a thunderbolt 4 hub.",7855538189,
HP Elitebook 850 G6 i7-8565U - 32GB RAM  512 GB SSD - Windows 11 Pro,$255,Portland,https://portland.craigslist.org/mlt/sys/d/portland-hp-elitebook-850-g6-i7-8565u/7855244326.html,,,,"QR Code Link to This Post


Selling a 15.5” HP Elitebook 850 G6 in good condition. It’s a great laptop for personal or work use. Has one small white mark on the front (shown in photos) and the left size of the screen bezel is a little loose. However, this does not effect the screen at all. Other than those two details, the laptop is in clean condition. It has been factory reset and has a fresh install of Windows 11 Pro.

Specs: 
- 15.5” Screen
- OS: Windows 11 Pro
- CPU: Intel Core i7-8565U CPU @ 1.80GHz
- RAM: 32 GB
- Storage: 512 GB NVMe M.2 SSD 
- GPU: Intel UHD Graphics 620

Feel free to reach out with any questions! Cash and local pickup only, thanks for looking.",7855244326,
Microsoft Surface Pro 7 w/ keyboard & pen stylet,$450,Tigard,https://portland.craigslist.org/wsc/sys/d/portland-microsoft-surface-pro-w/7847677159.html,,,,"QR Code Link to This Post


The perfect laptop for a college student! Nothing wrong with it, recently wiped to factory settings with all current updates. I upgraded to a standard laptop when I finished school and there's no use having it sit around collecting dust when it still has a lot of life left to give!

Selling the computer 2-in-1 tablet and charger with the keyboard and pen stylet in original boxes (I don't have the box for the keyboard) for $450. Laptop cover and laptop bag available for an additional $10 each.

For pick up with cash payments only.",7847677159,
Epson R260 Printer,$10,Gresham,https://portland.craigslist.org/mlt/sys/d/gresham-epson-r260-printer/7855134873.html,,,,"QR Code Link to This Post


EPSON R260 Ultra Hi-Definition Photo Printer.  This prints documents in color or B/W, photos and CDs.  It's older but works great as we only used it for casual home use.  It is not wireless. It must be connected to a PC or laptop and all of the cables come with printer.  Never made a CD on it so accessories for that are included and in new condition.  Great for home use.  Cash only - no trades.  No delivery but can arrange a meet up depending on location.",7855134873,
Lenovo S340-15IIL,$275,multnomah county,https://portland.craigslist.org/mlt/sys/d/portland-lenovo-s340-15iil/7831537948.html,,,,"QR Code Link to This Post


Open to offers, pickup preferred. 

Great laptop, comes with Windows 11 Pro preinstalled (reset) and activated.

CPU: i7-1065G7 (4 cores, 8 threads; 1.30 GHz base, 3.90 GHz turbo)
RAM: 8GB (1x4GB, 1x4GB soldered; 20GB max)
Drive(s): 
- 250GB HP EX900 M.2

Manufacturer specs: 
https://psref.lenovo.com/syspool%5CSys/PDF/IdeaPad%5Cideapad_S340_15IIL%5Cideapad_S340_15IIL_Spec.PDF",7831537948,
"Apple Macbook Pro 13"" Intel i5-2435M 2.40GHz, 4GB, 500GB Mac OS 10.7.5",$89,Hillsboro,https://portland.craigslist.org/wsc/sys/d/hillsboro-apple-macbook-pro-13-intel-i5/7854818988.html,,,,"QR Code Link to This Post


Up for sale, I have an Apple Macbook Pro 13"" Intel i5-2435M 2.40GHz, 4GB, 500GB Mac OS 10.7.5 in excellent condition

The Apple MacBook Pro A1278 is a model of the MacBook Pro laptop that was part of Apple's lineup between 2012 and 2016. Here are some key features and specifications:
Design:

Form Factor: Sleek, lightweight aluminum body, known for its durability and classic MacBook aesthetic.

Size: The 13.3-inch display makes it portable and suitable for everyday use.

Display:  Screen: 13.3-inch LED-backlit display with 1280 x 800 pixels resolution.

Technology: Glossy or matte finish options (depending on the specific model) that provide good color reproduction.

Performance:  Processor: Typically equipped with Intel Core i5 or i7 processors, allowing for efficient multitasking and performance in various applications.

RAM:  4GB or 8GB of RAM (upgrade options available in some versions).

Storage: Options for a traditional hard drive (HDD) or a solid-state drive (SSD), which provides faster access to data.


Battery: Known for having decent battery life, often lasting around 7-10 hours on a single charge, depending on use.


Operating System:  OS Compatibility: Originally shipped with macOS (varies by year), and capable of running newer versions depending on hardware specifications.


Ports and Connectivity:  Ports: Typically includes USB 3.0 ports, Thunderbolt, an SD card slot, an HDMI port, and a headphone jack.

Wi-Fi and Bluetooth: Includes Wi-Fi connectivity and Bluetooth support for connecting to various devices.


Keyboard: Full-sized keyboard with backlighting for low-light conditions.

Trackpad: Large, multi-touch trackpad for easy navigation and gesture control.


Other Features:

Audio: Built-in speakers, microphone, and a FaceTime HD camera for video calls.

Build Quality: Known for its robust construction, making it suitable for everyday use.

 Overall, the MacBook Pro A1278 is appreciated for its balance of performance, portability, and build quality, making it a popular choice for students, professionals, and casual users alike.

Package Includes 
1 x Item Apple Macbook Pro 8,1 A1278 13.3"" Intel i5-2435M 2.40GHz 4GB 500GB ,

1 x Power supply

 JSJ-7714",7854818988,
15-inch MacBook Pro,$300,St Johns,https://portland.craigslist.org/mlt/sys/d/portland-15-inch-macbook-pro/7824639278.html,,,,"QR Code Link to This Post


15in MacBook Pro
Retina screen
16GB RAM
2.8 GHz Quad-Core Intel
Core i7

Look up the full specs with the serial number: C02VNOQHHTDD
(https://everymac.com/ultimate-mac-lookup/?search_keywords=C02VNOQHHTDD)

This laptop is a few years old. It's in good working condition. The battery has lost a bit of capacity. Apparently this can be fixed, but it's not bothered me enough to explore it.

If you're reading this ad it IS still available. Please don't email me just to ask this.

I live outside of Scappoose but I travel into Portland several times a week so I could meet you there too.",7824639278,
"MacBook Pro 13"" 16GB RAM 2TB Storage Silver",$675,Vancouver,https://portland.craigslist.org/clk/sys/d/vancouver-macbook-pro-13-16gb-ram-2tb/7853900241.html,,,,"QR Code Link to This Post


Fully functional MacBook Pro 13” Laptop computer in excellent condition. 
Including USB-C power adapter and cord.
Computer comes with original box.

Running MacOS Sequoia 15.3
works like new without any issues. I am the first owner. 

It has been factory re-set and wiped clean for the new owner's use.

Cash only. No trades.

We will meet in a public place.  If the ad is here, it is available. 
Please use Craigslist email/chat to communicate until we have confirmed a time and place.

Thanks for looking!

Technical specification can be found here: 
https://support.apple.com/en-us/111925",7853900241,
Lenovo ThinkPad L512,$50,Vancouver,https://portland.craigslist.org/clk/sys/d/vancouver-lenovo-thinkpad-l512/7853808431.html,,,,"QR Code Link to This Post


Older but still fully functional laptop. Lenovo ThinkPad L512, with charger. Has been reset to factory settings (Windows 7 Professional) and is still fast, with working CD/DVD RW drive. This was my laptop for grad school and gaming in the early 2010s and I never had a problem with it--just upgraded and it's been collecting dust. I'm willing to remove the stickers or leave them on.

Intel Core i5
2.40 GHz
4.00 GB RAM
300 GB hard drive
2 USB ports
Memory card slot
Optical drive",7853808431,
